Region;Brott;År;Period;Antal;/100 000 inv
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Linnéstaden stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Kärra-Rödbo stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Majorna stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Lärjedalen stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Torslanda stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Styrsö/S Skärgården stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Tynnered stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jan;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Feb;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Mar;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Apr;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Maj;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jun;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Jul;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Aug;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Sep;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Okt;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Nov;0;0
Örgryte stadsdel (upphörde 2011-01-01);Narkotikabrott;2015;Dec;0;0
Götene kommun;Narkotikabrott;2015;Jan;9;69
Götene kommun;Narkotikabrott;2015;Feb;0;0
Götene kommun;Narkotikabrott;2015;Mar;7;53
Götene kommun;Narkotikabrott;2015;Apr;7;53
Götene kommun;Narkotikabrott;2015;Maj;20;152
Götene kommun;Narkotikabrott;2015;Jun;6;46
Götene kommun;Narkotikabrott;2015;Jul;8;61
Götene kommun;Narkotikabrott;2015;Aug;10;76
Götene kommun;Narkotikabrott;2015;Sep;22;168
Götene kommun;Narkotikabrott;2015;Okt;1;8
Götene kommun;Narkotikabrott;2015;Nov;4;30
Götene kommun;Narkotikabrott;2015;Dec;8;61
Habo kommun;Narkotikabrott;2015;Jan;1;9
Habo kommun;Narkotikabrott;2015;Feb;3;27
Habo kommun;Narkotikabrott;2015;Mar;5;45
Habo kommun;Narkotikabrott;2015;Apr;8;71
Habo kommun;Narkotikabrott;2015;Maj;1;9
Habo kommun;Narkotikabrott;2015;Jun;6;54
Habo kommun;Narkotikabrott;2015;Jul;5;45
Habo kommun;Narkotikabrott;2015;Aug;1;9
Habo kommun;Narkotikabrott;2015;Sep;0;0
Habo kommun;Narkotikabrott;2015;Okt;0;0
Habo kommun;Narkotikabrott;2015;Nov;0;0
Habo kommun;Narkotikabrott;2015;Dec;1;9
Hagfors kommun;Narkotikabrott;2015;Jan;2;17
Hagfors kommun;Narkotikabrott;2015;Feb;8;67
Hagfors kommun;Narkotikabrott;2015;Mar;12;101
Hagfors kommun;Narkotikabrott;2015;Apr;9;76
Hagfors kommun;Narkotikabrott;2015;Maj;25;211
Hagfors kommun;Narkotikabrott;2015;Jun;5;42
Hagfors kommun;Narkotikabrott;2015;Jul;12;101
Hagfors kommun;Narkotikabrott;2015;Aug;12;101
Hagfors kommun;Narkotikabrott;2015;Sep;4;34
Hagfors kommun;Narkotikabrott;2015;Okt;0;0
Hagfors kommun;Narkotikabrott;2015;Nov;4;34
Hagfors kommun;Narkotikabrott;2015;Dec;4;34
Hallsberg kommun;Narkotikabrott;2015;Jan;29;188
Hallsberg kommun;Narkotikabrott;2015;Feb;35;227
Hallsberg kommun;Narkotikabrott;2015;Mar;53;344
Hallsberg kommun;Narkotikabrott;2015;Apr;32;208
Hallsberg kommun;Narkotikabrott;2015;Maj;23;149
Hallsberg kommun;Narkotikabrott;2015;Jun;31;201
Hallsberg kommun;Narkotikabrott;2015;Jul;30;195
Hallsberg kommun;Narkotikabrott;2015;Aug;43;279
Hallsberg kommun;Narkotikabrott;2015;Sep;44;285
Hallsberg kommun;Narkotikabrott;2015;Okt;24;156
Hallsberg kommun;Narkotikabrott;2015;Nov;16;104
Hallsberg kommun;Narkotikabrott;2015;Dec;19;123
Hallstahammar kommun;Narkotikabrott;2015;Jan;4;26
Hallstahammar kommun;Narkotikabrott;2015;Feb;4;26
Hallstahammar kommun;Narkotikabrott;2015;Mar;12;77
Hallstahammar kommun;Narkotikabrott;2015;Apr;2;13
Hallstahammar kommun;Narkotikabrott;2015;Maj;4;26
Hallstahammar kommun;Narkotikabrott;2015;Jun;6;38
Hallstahammar kommun;Narkotikabrott;2015;Jul;0;0
Hallstahammar kommun;Narkotikabrott;2015;Aug;10;64
Hallstahammar kommun;Narkotikabrott;2015;Sep;14;90
Hallstahammar kommun;Narkotikabrott;2015;Okt;1;6
Hallstahammar kommun;Narkotikabrott;2015;Nov;4;26
Hallstahammar kommun;Narkotikabrott;2015;Dec;2;13
Halmstad kommun;Narkotikabrott;2015;Jan;72;75
Halmstad kommun;Narkotikabrott;2015;Feb;109;113
Halmstad kommun;Narkotikabrott;2015;Mar;767;797
Halmstad kommun;Narkotikabrott;2015;Apr;154;160
Halmstad kommun;Narkotikabrott;2015;Maj;144;150
Halmstad kommun;Narkotikabrott;2015;Jun;47;49
Halmstad kommun;Narkotikabrott;2015;Jul;79;82
Halmstad kommun;Narkotikabrott;2015;Aug;100;104
Halmstad kommun;Narkotikabrott;2015;Sep;118;123
Halmstad kommun;Narkotikabrott;2015;Okt;128;133
Halmstad kommun;Narkotikabrott;2015;Nov;132;137
Halmstad kommun;Narkotikabrott;2015;Dec;93;97
Hammarö kommun;Narkotikabrott;2015;Jan;0;0
Hammarö kommun;Narkotikabrott;2015;Feb;7;46
Hammarö kommun;Narkotikabrott;2015;Mar;13;85
Hammarö kommun;Narkotikabrott;2015;Apr;1;7
Hammarö kommun;Narkotikabrott;2015;Maj;4;26
Hammarö kommun;Narkotikabrott;2015;Jun;0;0
Hammarö kommun;Narkotikabrott;2015;Jul;0;0
Hammarö kommun;Narkotikabrott;2015;Aug;3;20
Hammarö kommun;Narkotikabrott;2015;Sep;3;20
Hammarö kommun;Narkotikabrott;2015;Okt;5;33
Hammarö kommun;Narkotikabrott;2015;Nov;0;0
Hammarö kommun;Narkotikabrott;2015;Dec;3;20
Haninge kommun;Narkotikabrott;2015;Jan;96;115
Haninge kommun;Narkotikabrott;2015;Feb;82;99
Haninge kommun;Narkotikabrott;2015;Mar;112;135
Haninge kommun;Narkotikabrott;2015;Apr;74;89
Haninge kommun;Narkotikabrott;2015;Maj;113;136
Haninge kommun;Narkotikabrott;2015;Jun;128;154
Haninge kommun;Narkotikabrott;2015;Jul;101;121
Haninge kommun;Narkotikabrott;2015;Aug;57;69
Haninge kommun;Narkotikabrott;2015;Sep;104;125
Haninge kommun;Narkotikabrott;2015;Okt;87;105
Haninge kommun;Narkotikabrott;2015;Nov;62;75
Haninge kommun;Narkotikabrott;2015;Dec;73;88
Haparanda kommun;Narkotikabrott;2015;Jan;5;51
Haparanda kommun;Narkotikabrott;2015;Feb;10;102
Haparanda kommun;Narkotikabrott;2015;Mar;9;92
Haparanda kommun;Narkotikabrott;2015;Apr;2;20
Haparanda kommun;Narkotikabrott;2015;Maj;2;20
Haparanda kommun;Narkotikabrott;2015;Jun;14;143
Haparanda kommun;Narkotikabrott;2015;Jul;10;102
Haparanda kommun;Narkotikabrott;2015;Aug;4;41
Haparanda kommun;Narkotikabrott;2015;Sep;3;31
Haparanda kommun;Narkotikabrott;2015;Okt;2;20
Haparanda kommun;Narkotikabrott;2015;Nov;11;112
Haparanda kommun;Narkotikabrott;2015;Dec;5;51
Heby kommun;Narkotikabrott;2015;Jan;11;81
Heby kommun;Narkotikabrott;2015;Feb;12;89
Heby kommun;Narkotikabrott;2015;Mar;15;111
Heby kommun;Narkotikabrott;2015;Apr;6;44
Heby kommun;Narkotikabrott;2015;Maj;4;30
Heby kommun;Narkotikabrott;2015;Jun;11;81
Heby kommun;Narkotikabrott;2015;Jul;3;22
Heby kommun;Narkotikabrott;2015;Aug;6;44
Heby kommun;Narkotikabrott;2015;Sep;9;66
Heby kommun;Narkotikabrott;2015;Okt;38;281
Heby kommun;Narkotikabrott;2015;Nov;9;66
Heby kommun;Narkotikabrott;2015;Dec;8;59
Heby kommun;Narkotikabrott;2015;Jan;0;0
Heby kommun;Narkotikabrott;2015;Feb;0;0
Heby kommun;Narkotikabrott;2015;Mar;0;0
Heby kommun;Narkotikabrott;2015;Apr;0;0
Heby kommun;Narkotikabrott;2015;Maj;0;0
Heby kommun;Narkotikabrott;2015;Jun;0;0
Heby kommun;Narkotikabrott;2015;Jul;0;0
Heby kommun;Narkotikabrott;2015;Aug;0;0
Heby kommun;Narkotikabrott;2015;Sep;0;0
Heby kommun;Narkotikabrott;2015;Okt;0;0
Heby kommun;Narkotikabrott;2015;Nov;0;0
Heby kommun;Narkotikabrott;2015;Dec;0;0
Hedemora kommun;Narkotikabrott;2015;Jan;15;99
Hedemora kommun;Narkotikabrott;2015;Feb;4;26
Hedemora kommun;Narkotikabrott;2015;Mar;14;92
Hedemora kommun;Narkotikabrott;2015;Apr;14;92
Hedemora kommun;Narkotikabrott;2015;Maj;12;79
Hedemora kommun;Narkotikabrott;2015;Jun;11;73
Hedemora kommun;Narkotikabrott;2015;Jul;8;53
Hedemora kommun;Narkotikabrott;2015;Aug;7;46
Hedemora kommun;Narkotikabrott;2015;Sep;7;46
Hedemora kommun;Narkotikabrott;2015;Okt;6;40
Hedemora kommun;Narkotikabrott;2015;Nov;0;0
Hedemora kommun;Narkotikabrott;2015;Dec;0;0
Helsingborg kommun;Narkotikabrott;2015;Jan;129;94
Helsingborg kommun;Narkotikabrott;2015;Feb;59;43
Helsingborg kommun;Narkotikabrott;2015;Mar;79;58
Helsingborg kommun;Narkotikabrott;2015;Apr;125;91
Helsingborg kommun;Narkotikabrott;2015;Maj;71;52
Helsingborg kommun;Narkotikabrott;2015;Jun;106;78
Helsingborg kommun;Narkotikabrott;2015;Jul;89;65
Helsingborg kommun;Narkotikabrott;2015;Aug;105;77
Helsingborg kommun;Narkotikabrott;2015;Sep;82;60
Helsingborg kommun;Narkotikabrott;2015;Okt;111;81
Helsingborg kommun;Narkotikabrott;2015;Nov;88;64
Helsingborg kommun;Narkotikabrott;2015;Dec;89;65
Herrljunga kommun;Narkotikabrott;2015;Jan;2;21
Herrljunga kommun;Narkotikabrott;2015;Feb;2;21
Herrljunga kommun;Narkotikabrott;2015;Mar;5;53
Herrljunga kommun;Narkotikabrott;2015;Apr;1;11
Herrljunga kommun;Narkotikabrott;2015;Maj;3;32
Herrljunga kommun;Narkotikabrott;2015;Jun;2;21
Herrljunga kommun;Narkotikabrott;2015;Jul;6;64
Herrljunga kommun;Narkotikabrott;2015;Aug;7;75
Herrljunga kommun;Narkotikabrott;2015;Sep;0;0
Herrljunga kommun;Narkotikabrott;2015;Okt;1;11
Herrljunga kommun;Narkotikabrott;2015;Nov;3;32
Herrljunga kommun;Narkotikabrott;2015;Dec;2;21
Hjo kommun;Narkotikabrott;2015;Jan;11;123
Hjo kommun;Narkotikabrott;2015;Feb;7;78
Hjo kommun;Narkotikabrott;2015;Mar;6;67
Hjo kommun;Narkotikabrott;2015;Apr;5;56
Hjo kommun;Narkotikabrott;2015;Maj;5;56
Hjo kommun;Narkotikabrott;2015;Jun;2;22
Hjo kommun;Narkotikabrott;2015;Jul;3;34
Hjo kommun;Narkotikabrott;2015;Aug;2;22
Hjo kommun;Narkotikabrott;2015;Sep;5;56
Hjo kommun;Narkotikabrott;2015;Okt;6;67
Hjo kommun;Narkotikabrott;2015;Nov;1;11
Hjo kommun;Narkotikabrott;2015;Dec;2;22
Hofors kommun;Narkotikabrott;2015;Jan;7;74
Hofors kommun;Narkotikabrott;2015;Feb;6;64
Hofors kommun;Narkotikabrott;2015;Mar;1;11
Hofors kommun;Narkotikabrott;2015;Apr;7;74
Hofors kommun;Narkotikabrott;2015;Maj;3;32
Hofors kommun;Narkotikabrott;2015;Jun;7;74
Hofors kommun;Narkotikabrott;2015;Jul;0;0
Hofors kommun;Narkotikabrott;2015;Aug;4;42
Hofors kommun;Narkotikabrott;2015;Sep;0;0
Hofors kommun;Narkotikabrott;2015;Okt;6;64
Hofors kommun;Narkotikabrott;2015;Nov;3;32
Hofors kommun;Narkotikabrott;2015;Dec;4;42
Huddinge kommun;Narkotikabrott;2015;Jan;109;104
Huddinge kommun;Narkotikabrott;2015;Feb;100;95
Huddinge kommun;Narkotikabrott;2015;Mar;100;95
Huddinge kommun;Narkotikabrott;2015;Apr;121;116
Huddinge kommun;Narkotikabrott;2015;Maj;100;95
Huddinge kommun;Narkotikabrott;2015;Jun;84;80
Huddinge kommun;Narkotikabrott;2015;Jul;58;55
Huddinge kommun;Narkotikabrott;2015;Aug;69;66
Huddinge kommun;Narkotikabrott;2015;Sep;85;81
Huddinge kommun;Narkotikabrott;2015;Okt;90;86
Huddinge kommun;Narkotikabrott;2015;Nov;75;72
Huddinge kommun;Narkotikabrott;2015;Dec;108;103
Hudiksvall kommun;Narkotikabrott;2015;Jan;34;92
Hudiksvall kommun;Narkotikabrott;2015;Feb;47;127
Hudiksvall kommun;Narkotikabrott;2015;Mar;52;141
Hudiksvall kommun;Narkotikabrott;2015;Apr;34;92
Hudiksvall kommun;Narkotikabrott;2015;Maj;33;89
Hudiksvall kommun;Narkotikabrott;2015;Jun;32;87
Hudiksvall kommun;Narkotikabrott;2015;Jul;11;30
Hudiksvall kommun;Narkotikabrott;2015;Aug;18;49
Hudiksvall kommun;Narkotikabrott;2015;Sep;27;73
Hudiksvall kommun;Narkotikabrott;2015;Okt;54;146
Hudiksvall kommun;Narkotikabrott;2015;Nov;26;70
Hudiksvall kommun;Narkotikabrott;2015;Dec;21;57
Hultsfred kommun;Narkotikabrott;2015;Jan;11;80
Hultsfred kommun;Narkotikabrott;2015;Feb;2;14
Hultsfred kommun;Narkotikabrott;2015;Mar;24;174
Hultsfred kommun;Narkotikabrott;2015;Apr;9;65
Hultsfred kommun;Narkotikabrott;2015;Maj;4;29
Hultsfred kommun;Narkotikabrott;2015;Jun;6;43
Hultsfred kommun;Narkotikabrott;2015;Jul;17;123
Hultsfred kommun;Narkotikabrott;2015;Aug;24;174
Hultsfred kommun;Narkotikabrott;2015;Sep;22;159
Hultsfred kommun;Narkotikabrott;2015;Okt;7;51
Hultsfred kommun;Narkotikabrott;2015;Nov;2;14
Hultsfred kommun;Narkotikabrott;2015;Dec;12;87
Hylte kommun;Narkotikabrott;2015;Jan;12;115
Hylte kommun;Narkotikabrott;2015;Feb;16;154
Hylte kommun;Narkotikabrott;2015;Mar;24;231
Hylte kommun;Narkotikabrott;2015;Apr;15;144
Hylte kommun;Narkotikabrott;2015;Maj;24;231
Hylte kommun;Narkotikabrott;2015;Jun;7;67
Hylte kommun;Narkotikabrott;2015;Jul;6;58
Hylte kommun;Narkotikabrott;2015;Aug;8;77
Hylte kommun;Narkotikabrott;2015;Sep;31;298
Hylte kommun;Narkotikabrott;2015;Okt;13;125
Hylte kommun;Narkotikabrott;2015;Nov;8;77
Hylte kommun;Narkotikabrott;2015;Dec;17;164
Håbo kommun;Narkotikabrott;2015;Jan;48;238
Håbo kommun;Narkotikabrott;2015;Feb;47;233
Håbo kommun;Narkotikabrott;2015;Mar;39;193
Håbo kommun;Narkotikabrott;2015;Apr;35;174
Håbo kommun;Narkotikabrott;2015;Maj;43;213
Håbo kommun;Narkotikabrott;2015;Jun;46;228
Håbo kommun;Narkotikabrott;2015;Jul;38;189
Håbo kommun;Narkotikabrott;2015;Aug;37;184
Håbo kommun;Narkotikabrott;2015;Sep;27;134
Håbo kommun;Narkotikabrott;2015;Okt;42;208
Håbo kommun;Narkotikabrott;2015;Nov;36;179
Håbo kommun;Narkotikabrott;2015;Dec;48;238
Hällefors kommun;Narkotikabrott;2015;Jan;4;57
Hällefors kommun;Narkotikabrott;2015;Feb;3;43
Hällefors kommun;Narkotikabrott;2015;Mar;18;258
Hällefors kommun;Narkotikabrott;2015;Apr;7;100
Hällefors kommun;Narkotikabrott;2015;Maj;2;29
Hällefors kommun;Narkotikabrott;2015;Jun;11;158
Hällefors kommun;Narkotikabrott;2015;Jul;1;14
Hällefors kommun;Narkotikabrott;2015;Aug;4;57
Hällefors kommun;Narkotikabrott;2015;Sep;14;200
Hällefors kommun;Narkotikabrott;2015;Okt;7;100
Hällefors kommun;Narkotikabrott;2015;Nov;8;115
Hällefors kommun;Narkotikabrott;2015;Dec;7;100
Härjedalen kommun;Narkotikabrott;2015;Jan;3;29
Härjedalen kommun;Narkotikabrott;2015;Feb;4;39
Härjedalen kommun;Narkotikabrott;2015;Mar;1;10
Härjedalen kommun;Narkotikabrott;2015;Apr;8;78
Härjedalen kommun;Narkotikabrott;2015;Maj;12;117
Härjedalen kommun;Narkotikabrott;2015;Jun;6;59
Härjedalen kommun;Narkotikabrott;2015;Jul;0;0
Härjedalen kommun;Narkotikabrott;2015;Aug;4;39
Härjedalen kommun;Narkotikabrott;2015;Sep;2;20
Härjedalen kommun;Narkotikabrott;2015;Okt;10;98
Härjedalen kommun;Narkotikabrott;2015;Nov;4;39
Härjedalen kommun;Narkotikabrott;2015;Dec;1;10
Härnösand kommun;Narkotikabrott;2015;Jan;30;120
Härnösand kommun;Narkotikabrott;2015;Feb;16;64
Härnösand kommun;Narkotikabrott;2015;Mar;26;104
Härnösand kommun;Narkotikabrott;2015;Apr;26;104
Härnösand kommun;Narkotikabrott;2015;Maj;35;141
Härnösand kommun;Narkotikabrott;2015;Jun;30;120
Härnösand kommun;Narkotikabrott;2015;Jul;13;52
Härnösand kommun;Narkotikabrott;2015;Aug;20;80
Härnösand kommun;Narkotikabrott;2015;Sep;41;165
Härnösand kommun;Narkotikabrott;2015;Okt;19;76
Härnösand kommun;Narkotikabrott;2015;Nov;30;120
Härnösand kommun;Narkotikabrott;2015;Dec;23;92
Härryda kommun;Narkotikabrott;2015;Jan;13;36
Härryda kommun;Narkotikabrott;2015;Feb;9;25
Härryda kommun;Narkotikabrott;2015;Mar;15;41
Härryda kommun;Narkotikabrott;2015;Apr;8;22
Härryda kommun;Narkotikabrott;2015;Maj;11;30
Härryda kommun;Narkotikabrott;2015;Jun;6;16
Härryda kommun;Narkotikabrott;2015;Jul;9;25
Härryda kommun;Narkotikabrott;2015;Aug;13;36
Härryda kommun;Narkotikabrott;2015;Sep;6;16
Härryda kommun;Narkotikabrott;2015;Okt;7;19
Härryda kommun;Narkotikabrott;2015;Nov;5;14
Härryda kommun;Narkotikabrott;2015;Dec;8;22
Hässleholm kommun;Narkotikabrott;2015;Jan;40;79
Hässleholm kommun;Narkotikabrott;2015;Feb;14;28
Hässleholm kommun;Narkotikabrott;2015;Mar;32;63
Hässleholm kommun;Narkotikabrott;2015;Apr;30;59
Hässleholm kommun;Narkotikabrott;2015;Maj;25;49
