Region;Brott;År;Period;Antal;/100 000 inv
Fosie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Fosie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Fosie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Fosie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Husie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Hyllie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Kirseberg stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Limhamn-Bunkeflo stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Oxie stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
Rosengård stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
S Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jan;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Feb;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Mar;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Apr;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Maj;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jun;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Jul;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Aug;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Sep;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Okt;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Nov;0;0
V Innerstaden stadsdel (upphörde 2013-06-30);Totalt antal brott;2015;Dec;0;0
Malung-Sälen kommun;Totalt antal brott;2015;Jan;196;1960
Malung-Sälen kommun;Totalt antal brott;2015;Feb;151;1510
Malung-Sälen kommun;Totalt antal brott;2015;Mar;172;1720
Malung-Sälen kommun;Totalt antal brott;2015;Apr;140;1400
Malung-Sälen kommun;Totalt antal brott;2015;Maj;69;690
Malung-Sälen kommun;Totalt antal brott;2015;Jun;48;480
Malung-Sälen kommun;Totalt antal brott;2015;Jul;127;1270
Malung-Sälen kommun;Totalt antal brott;2015;Aug;92;920
Malung-Sälen kommun;Totalt antal brott;2015;Sep;73;730
Malung-Sälen kommun;Totalt antal brott;2015;Okt;56;560
Malung-Sälen kommun;Totalt antal brott;2015;Nov;56;560
Malung-Sälen kommun;Totalt antal brott;2015;Dec;124;1240
Malå kommun;Totalt antal brott;2015;Jan;10;321
Malå kommun;Totalt antal brott;2015;Feb;16;514
Malå kommun;Totalt antal brott;2015;Mar;10;321
Malå kommun;Totalt antal brott;2015;Apr;4;129
Malå kommun;Totalt antal brott;2015;Maj;11;353
Malå kommun;Totalt antal brott;2015;Jun;17;546
Malå kommun;Totalt antal brott;2015;Jul;15;482
Malå kommun;Totalt antal brott;2015;Aug;32;1028
Malå kommun;Totalt antal brott;2015;Sep;18;578
Malå kommun;Totalt antal brott;2015;Okt;18;578
Malå kommun;Totalt antal brott;2015;Nov;8;257
Malå kommun;Totalt antal brott;2015;Dec;8;257
Mariestad kommun;Totalt antal brott;2015;Jan;164;684
Mariestad kommun;Totalt antal brott;2015;Feb;369;1539
Mariestad kommun;Totalt antal brott;2015;Mar;462;1926
Mariestad kommun;Totalt antal brott;2015;Apr;215;897
Mariestad kommun;Totalt antal brott;2015;Maj;287;1197
Mariestad kommun;Totalt antal brott;2015;Jun;179;746
Mariestad kommun;Totalt antal brott;2015;Jul;189;788
Mariestad kommun;Totalt antal brott;2015;Aug;248;1034
Mariestad kommun;Totalt antal brott;2015;Sep;229;955
Mariestad kommun;Totalt antal brott;2015;Okt;221;922
Mariestad kommun;Totalt antal brott;2015;Nov;216;901
Mariestad kommun;Totalt antal brott;2015;Dec;225;938
Mark kommun;Totalt antal brott;2015;Jan;230;679
Mark kommun;Totalt antal brott;2015;Feb;235;693
Mark kommun;Totalt antal brott;2015;Mar;262;773
Mark kommun;Totalt antal brott;2015;Apr;251;740
Mark kommun;Totalt antal brott;2015;Maj;249;735
Mark kommun;Totalt antal brott;2015;Jun;301;888
Mark kommun;Totalt antal brott;2015;Jul;302;891
Mark kommun;Totalt antal brott;2015;Aug;271;799
Mark kommun;Totalt antal brott;2015;Sep;353;1041
Mark kommun;Totalt antal brott;2015;Okt;270;797
Mark kommun;Totalt antal brott;2015;Nov;265;782
Mark kommun;Totalt antal brott;2015;Dec;233;687
Markaryd kommun;Totalt antal brott;2015;Jan;80;828
Markaryd kommun;Totalt antal brott;2015;Feb;62;642
Markaryd kommun;Totalt antal brott;2015;Mar;99;1024
Markaryd kommun;Totalt antal brott;2015;Apr;83;859
Markaryd kommun;Totalt antal brott;2015;Maj;102;1055
Markaryd kommun;Totalt antal brott;2015;Jun;98;1014
Markaryd kommun;Totalt antal brott;2015;Jul;94;973
Markaryd kommun;Totalt antal brott;2015;Aug;101;1045
Markaryd kommun;Totalt antal brott;2015;Sep;87;900
Markaryd kommun;Totalt antal brott;2015;Okt;65;673
Markaryd kommun;Totalt antal brott;2015;Nov;81;838
Markaryd kommun;Totalt antal brott;2015;Dec;74;766
Mellerud kommun;Totalt antal brott;2015;Jan;54;597
Mellerud kommun;Totalt antal brott;2015;Feb;64;707
Mellerud kommun;Totalt antal brott;2015;Mar;92;1016
Mellerud kommun;Totalt antal brott;2015;Apr;68;751
Mellerud kommun;Totalt antal brott;2015;Maj;75;829
Mellerud kommun;Totalt antal brott;2015;Jun;87;961
Mellerud kommun;Totalt antal brott;2015;Jul;68;751
Mellerud kommun;Totalt antal brott;2015;Aug;74;817
Mellerud kommun;Totalt antal brott;2015;Sep;66;729
Mellerud kommun;Totalt antal brott;2015;Okt;61;674
Mellerud kommun;Totalt antal brott;2015;Nov;74;817
Mellerud kommun;Totalt antal brott;2015;Dec;67;740
Mjölby kommun;Totalt antal brott;2015;Jan;152;573
Mjölby kommun;Totalt antal brott;2015;Feb;134;505
Mjölby kommun;Totalt antal brott;2015;Mar;168;634
Mjölby kommun;Totalt antal brott;2015;Apr;146;551
Mjölby kommun;Totalt antal brott;2015;Maj;182;686
Mjölby kommun;Totalt antal brott;2015;Jun;219;826
Mjölby kommun;Totalt antal brott;2015;Jul;146;551
Mjölby kommun;Totalt antal brott;2015;Aug;140;528
Mjölby kommun;Totalt antal brott;2015;Sep;130;490
Mjölby kommun;Totalt antal brott;2015;Okt;159;600
Mjölby kommun;Totalt antal brott;2015;Nov;157;592
Mjölby kommun;Totalt antal brott;2015;Dec;176;664
Mora kommun;Totalt antal brott;2015;Jan;188;937
Mora kommun;Totalt antal brott;2015;Feb;137;683
Mora kommun;Totalt antal brott;2015;Mar;120;598
Mora kommun;Totalt antal brott;2015;Apr;143;713
Mora kommun;Totalt antal brott;2015;Maj;154;768
Mora kommun;Totalt antal brott;2015;Jun;242;1207
Mora kommun;Totalt antal brott;2015;Jul;142;708
Mora kommun;Totalt antal brott;2015;Aug;169;843
Mora kommun;Totalt antal brott;2015;Sep;175;873
Mora kommun;Totalt antal brott;2015;Okt;162;808
Mora kommun;Totalt antal brott;2015;Nov;183;913
Mora kommun;Totalt antal brott;2015;Dec;159;793
Motala kommun;Totalt antal brott;2015;Jan;308;721
Motala kommun;Totalt antal brott;2015;Feb;270;632
Motala kommun;Totalt antal brott;2015;Mar;236;552
Motala kommun;Totalt antal brott;2015;Apr;242;566
Motala kommun;Totalt antal brott;2015;Maj;337;789
Motala kommun;Totalt antal brott;2015;Jun;325;761
Motala kommun;Totalt antal brott;2015;Jul;306;716
Motala kommun;Totalt antal brott;2015;Aug;333;779
Motala kommun;Totalt antal brott;2015;Sep;328;768
Motala kommun;Totalt antal brott;2015;Okt;328;768
Motala kommun;Totalt antal brott;2015;Nov;292;683
Motala kommun;Totalt antal brott;2015;Dec;307;718
Mullsjö kommun;Totalt antal brott;2015;Jan;54;757
Mullsjö kommun;Totalt antal brott;2015;Feb;37;519
Mullsjö kommun;Totalt antal brott;2015;Mar;48;673
Mullsjö kommun;Totalt antal brott;2015;Apr;35;491
Mullsjö kommun;Totalt antal brott;2015;Maj;40;561
Mullsjö kommun;Totalt antal brott;2015;Jun;72;1009
Mullsjö kommun;Totalt antal brott;2015;Jul;40;561
Mullsjö kommun;Totalt antal brott;2015;Aug;54;757
Mullsjö kommun;Totalt antal brott;2015;Sep;41;575
Mullsjö kommun;Totalt antal brott;2015;Okt;54;757
Mullsjö kommun;Totalt antal brott;2015;Nov;47;659
Mullsjö kommun;Totalt antal brott;2015;Dec;26;365
Munkedal kommun;Totalt antal brott;2015;Jan;93;910
Munkedal kommun;Totalt antal brott;2015;Feb;68;665
Munkedal kommun;Totalt antal brott;2015;Mar;69;675
Munkedal kommun;Totalt antal brott;2015;Apr;67;655
Munkedal kommun;Totalt antal brott;2015;Maj;84;822
Munkedal kommun;Totalt antal brott;2015;Jun;103;1007
Munkedal kommun;Totalt antal brott;2015;Jul;106;1037
Munkedal kommun;Totalt antal brott;2015;Aug;100;978
Munkedal kommun;Totalt antal brott;2015;Sep;111;1086
Munkedal kommun;Totalt antal brott;2015;Okt;111;1086
Munkedal kommun;Totalt antal brott;2015;Nov;81;792
Munkedal kommun;Totalt antal brott;2015;Dec;93;910
Munkfors kommun;Totalt antal brott;2015;Jan;7;191
Munkfors kommun;Totalt antal brott;2015;Feb;30;820
Munkfors kommun;Totalt antal brott;2015;Mar;28;765
Munkfors kommun;Totalt antal brott;2015;Apr;18;492
Munkfors kommun;Totalt antal brott;2015;Maj;10;273
Munkfors kommun;Totalt antal brott;2015;Jun;22;601
Munkfors kommun;Totalt antal brott;2015;Jul;31;847
Munkfors kommun;Totalt antal brott;2015;Aug;33;902
Munkfors kommun;Totalt antal brott;2015;Sep;16;437
Munkfors kommun;Totalt antal brott;2015;Okt;18;492
Munkfors kommun;Totalt antal brott;2015;Nov;23;629
Munkfors kommun;Totalt antal brott;2015;Dec;30;820
Mölndal kommun;Totalt antal brott;2015;Jan;533;844
Mölndal kommun;Totalt antal brott;2015;Feb;492;779
Mölndal kommun;Totalt antal brott;2015;Mar;580;919
Mölndal kommun;Totalt antal brott;2015;Apr;508;805
Mölndal kommun;Totalt antal brott;2015;Maj;686;1087
Mölndal kommun;Totalt antal brott;2015;Jun;530;839
Mölndal kommun;Totalt antal brott;2015;Jul;534;846
Mölndal kommun;Totalt antal brott;2015;Aug;467;740
Mölndal kommun;Totalt antal brott;2015;Sep;577;914
Mölndal kommun;Totalt antal brott;2015;Okt;565;895
Mölndal kommun;Totalt antal brott;2015;Nov;494;782
Mölndal kommun;Totalt antal brott;2015;Dec;554;878
Mönsterås kommun;Totalt antal brott;2015;Jan;71;542
Mönsterås kommun;Totalt antal brott;2015;Feb;53;405
Mönsterås kommun;Totalt antal brott;2015;Mar;109;832
Mönsterås kommun;Totalt antal brott;2015;Apr;76;580
Mönsterås kommun;Totalt antal brott;2015;Maj;118;901
Mönsterås kommun;Totalt antal brott;2015;Jun;73;557
Mönsterås kommun;Totalt antal brott;2015;Jul;71;542
Mönsterås kommun;Totalt antal brott;2015;Aug;91;695
Mönsterås kommun;Totalt antal brott;2015;Sep;141;1076
Mönsterås kommun;Totalt antal brott;2015;Okt;61;466
Mönsterås kommun;Totalt antal brott;2015;Nov;86;656
Mönsterås kommun;Totalt antal brott;2015;Dec;74;565
Mörbylånga kommun;Totalt antal brott;2015;Jan;50;343
Mörbylånga kommun;Totalt antal brott;2015;Feb;59;405
Mörbylånga kommun;Totalt antal brott;2015;Mar;78;535
Mörbylånga kommun;Totalt antal brott;2015;Apr;53;363
Mörbylånga kommun;Totalt antal brott;2015;Maj;47;322
Mörbylånga kommun;Totalt antal brott;2015;Jun;70;480
Mörbylånga kommun;Totalt antal brott;2015;Jul;154;1056
Mörbylånga kommun;Totalt antal brott;2015;Aug;74;507
Mörbylånga kommun;Totalt antal brott;2015;Sep;72;494
Mörbylånga kommun;Totalt antal brott;2015;Okt;43;295
Mörbylånga kommun;Totalt antal brott;2015;Nov;57;391
Mörbylånga kommun;Totalt antal brott;2015;Dec;37;254
Nacka kommun;Totalt antal brott;2015;Jan;713;734
Nacka kommun;Totalt antal brott;2015;Feb;791;815
Nacka kommun;Totalt antal brott;2015;Mar;895;922
Nacka kommun;Totalt antal brott;2015;Apr;723;745
Nacka kommun;Totalt antal brott;2015;Maj;755;778
Nacka kommun;Totalt antal brott;2015;Jun;787;810
Nacka kommun;Totalt antal brott;2015;Jul;711;732
Nacka kommun;Totalt antal brott;2015;Aug;777;800
Nacka kommun;Totalt antal brott;2015;Sep;869;895
Nacka kommun;Totalt antal brott;2015;Okt;1109;1142
Nacka kommun;Totalt antal brott;2015;Nov;930;958
Nacka kommun;Totalt antal brott;2015;Dec;1246;1283
Nora kommun;Totalt antal brott;2015;Jan;73;700
Nora kommun;Totalt antal brott;2015;Feb;46;441
Nora kommun;Totalt antal brott;2015;Mar;57;547
Nora kommun;Totalt antal brott;2015;Apr;41;393
Nora kommun;Totalt antal brott;2015;Maj;122;1170
Nora kommun;Totalt antal brott;2015;Jun;65;623
Nora kommun;Totalt antal brott;2015;Jul;71;681
Nora kommun;Totalt antal brott;2015;Aug;73;700
Nora kommun;Totalt antal brott;2015;Sep;55;527
Nora kommun;Totalt antal brott;2015;Okt;57;547
Nora kommun;Totalt antal brott;2015;Nov;56;537
Nora kommun;Totalt antal brott;2015;Dec;51;489
Norberg kommun;Totalt antal brott;2015;Jan;51;885
Norberg kommun;Totalt antal brott;2015;Feb;51;885
Norberg kommun;Totalt antal brott;2015;Mar;66;1146
Norberg kommun;Totalt antal brott;2015;Apr;86;1493
Norberg kommun;Totalt antal brott;2015;Maj;96;1666
Norberg kommun;Totalt antal brott;2015;Jun;66;1146
Norberg kommun;Totalt antal brott;2015;Jul;77;1337
Norberg kommun;Totalt antal brott;2015;Aug;55;955
Norberg kommun;Totalt antal brott;2015;Sep;53;920
Norberg kommun;Totalt antal brott;2015;Okt;87;1510
Norberg kommun;Totalt antal brott;2015;Nov;77;1337
Norberg kommun;Totalt antal brott;2015;Dec;46;798
Nordanstig kommun;Totalt antal brott;2015;Jan;40;421
Nordanstig kommun;Totalt antal brott;2015;Feb;42;443
Nordanstig kommun;Totalt antal brott;2015;Mar;49;516
Nordanstig kommun;Totalt antal brott;2015;Apr;73;769
Nordanstig kommun;Totalt antal brott;2015;Maj;42;443
Nordanstig kommun;Totalt antal brott;2015;Jun;47;495
Nordanstig kommun;Totalt antal brott;2015;Jul;65;685
Nordanstig kommun;Totalt antal brott;2015;Aug;47;495
Nordanstig kommun;Totalt antal brott;2015;Sep;60;632
Nordanstig kommun;Totalt antal brott;2015;Okt;53;558
Nordanstig kommun;Totalt antal brott;2015;Nov;31;327
Nordanstig kommun;Totalt antal brott;2015;Dec;37;390
Nordmaling kommun;Totalt antal brott;2015;Jan;36;509
Nordmaling kommun;Totalt antal brott;2015;Feb;33;467
Nordmaling kommun;Totalt antal brott;2015;Mar;57;806
Nordmaling kommun;Totalt antal brott;2015;Apr;45;636
Nordmaling kommun;Totalt antal brott;2015;Maj;96;1357
Nordmaling kommun;Totalt antal brott;2015;Jun;14;198
Nordmaling kommun;Totalt antal brott;2015;Jul;35;495
Nordmaling kommun;Totalt antal brott;2015;Aug;99;1400
Nordmaling kommun;Totalt antal brott;2015;Sep;50;707
Nordmaling kommun;Totalt antal brott;2015;Okt;89;1258
Nordmaling kommun;Totalt antal brott;2015;Nov;52;735
Nordmaling kommun;Totalt antal brott;2015;Dec;40;566
Norrköping kommun;Totalt antal brott;2015;Jan;1225;900
Norrköping kommun;Totalt antal brott;2015;Feb;1099;807
Norrköping kommun;Totalt antal brott;2015;Mar;1419;1042
Norrköping kommun;Totalt antal brott;2015;Apr;1472;1081
Norrköping kommun;Totalt antal brott;2015;Maj;1475;1083
Norrköping kommun;Totalt antal brott;2015;Jun;1875;1377
Norrköping kommun;Totalt antal brott;2015;Jul;1359;998
Norrköping kommun;Totalt antal brott;2015;Aug;1543;1133
Norrköping kommun;Totalt antal brott;2015;Sep;1549;1138
Norrköping kommun;Totalt antal brott;2015;Okt;1569;1152
Norrköping kommun;Totalt antal brott;2015;Nov;1397;1026
Norrköping kommun;Totalt antal brott;2015;Dec;1440;1058
Norrtälje kommun;Totalt antal brott;2015;Jan;490;843
Norrtälje kommun;Totalt antal brott;2015;Feb;447;769
Norrtälje kommun;Totalt antal brott;2015;Mar;563;969
Norrtälje kommun;Totalt antal brott;2015;Apr;529;910
Norrtälje kommun;Totalt antal brott;2015;Maj;533;917
Norrtälje kommun;Totalt antal brott;2015;Jun;570;981
Norrtälje kommun;Totalt antal brott;2015;Jul;637;1096
Norrtälje kommun;Totalt antal brott;2015;Aug;636;1094
Norrtälje kommun;Totalt antal brott;2015;Sep;715;1230
Norrtälje kommun;Totalt antal brott;2015;Okt;566;974
Norrtälje kommun;Totalt antal brott;2015;Nov;535;921
Norrtälje kommun;Totalt antal brott;2015;Dec;542;933
Norsjö kommun;Totalt antal brott;2015;Jan;28;670
Norsjö kommun;Totalt antal brott;2015;Feb;13;311
Norsjö kommun;Totalt antal brott;2015;Mar;12;287
Norsjö kommun;Totalt antal brott;2015;Apr;23;551
Norsjö kommun;Totalt antal brott;2015;Maj;32;766
Norsjö kommun;Totalt antal brott;2015;Jun;15;359
Norsjö kommun;Totalt antal brott;2015;Jul;16;383
Norsjö kommun;Totalt antal brott;2015;Aug;17;407
Norsjö kommun;Totalt antal brott;2015;Sep;27;646
Norsjö kommun;Totalt antal brott;2015;Okt;75;1795
Norsjö kommun;Totalt antal brott;2015;Nov;14;335
Norsjö kommun;Totalt antal brott;2015;Dec;21;503
Nybro kommun;Totalt antal brott;2015;Jan;141;715
Nybro kommun;Totalt antal brott;2015;Feb;150;760
Nybro kommun;Totalt antal brott;2015;Mar;178;902
Nybro kommun;Totalt antal brott;2015;Apr;215;1089
Nybro kommun;Totalt antal brott;2015;Maj;196;993
Nybro kommun;Totalt antal brott;2015;Jun;154;780
Nybro kommun;Totalt antal brott;2015;Jul;160;811
Nybro kommun;Totalt antal brott;2015;Aug;245;1242
Nybro kommun;Totalt antal brott;2015;Sep;219;1110
Nybro kommun;Totalt antal brott;2015;Okt;199;1008
Nybro kommun;Totalt antal brott;2015;Nov;168;851
Nybro kommun;Totalt antal brott;2015;Dec;141;715
Nykvarn kommun;Totalt antal brott;2015;Jan;32;320
Nykvarn kommun;Totalt antal brott;2015;Feb;25;250
Nykvarn kommun;Totalt antal brott;2015;Mar;38;380
Nykvarn kommun;Totalt antal brott;2015;Apr;69;690
Nykvarn kommun;Totalt antal brott;2015;Maj;86;860
Nykvarn kommun;Totalt antal brott;2015;Jun;66;660
Nykvarn kommun;Totalt antal brott;2015;Jul;64;640
Nykvarn kommun;Totalt antal brott;2015;Aug;82;820
Nykvarn kommun;Totalt antal brott;2015;Sep;64;640
Nykvarn kommun;Totalt antal brott;2015;Okt;62;620
Nykvarn kommun;Totalt antal brott;2015;Nov;52;520
Nykvarn kommun;Totalt antal brott;2015;Dec;51;510
Nyköping kommun;Totalt antal brott;2015;Jan;557;1034
Nyköping kommun;Totalt antal brott;2015;Feb;605;1123
Nyköping kommun;Totalt antal brott;2015;Mar;771;1431
Nyköping kommun;Totalt antal brott;2015;Apr;617;1145
Nyköping kommun;Totalt antal brott;2015;Maj;695;1290
Nyköping kommun;Totalt antal brott;2015;Jun;625;1160
Nyköping kommun;Totalt antal brott;2015;Jul;567;1052
Nyköping kommun;Totalt antal brott;2015;Aug;625;1160
Nyköping kommun;Totalt antal brott;2015;Sep;706;1310
Nyköping kommun;Totalt antal brott;2015;Okt;731;1357
Nyköping kommun;Totalt antal brott;2015;Nov;616;1143
Nyköping kommun;Totalt antal brott;2015;Dec;563;1045
Nynäshamn kommun;Totalt antal brott;2015;Jan;252;924
Nynäshamn kommun;Totalt antal brott;2015;Feb;234;858
Nynäshamn kommun;Totalt antal brott;2015;Mar;276;1012
Nynäshamn kommun;Totalt antal brott;2015;Apr;348;1276
Nynäshamn kommun;Totalt antal brott;2015;Maj;364;1335
Nynäshamn kommun;Totalt antal brott;2015;Jun;361;1324
Nynäshamn kommun;Totalt antal brott;2015;Jul;278;1019
Nynäshamn kommun;Totalt antal brott;2015;Aug;367;1346
Nynäshamn kommun;Totalt antal brott;2015;Sep;369;1353
Nynäshamn kommun;Totalt antal brott;2015;Okt;280;1027
Nynäshamn kommun;Totalt antal brott;2015;Nov;243;891
Nynäshamn kommun;Totalt antal brott;2015;Dec;264;968
Nässjö kommun;Totalt antal brott;2015;Jan;221;732
Nässjö kommun;Totalt antal brott;2015;Feb;235;779
