Region;Brott;År;Period;Antal;/100 000 inv
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Apr;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Maj;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jun;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jul;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Aug;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Sep;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Okt;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Nov;0;0
Tuve-Säve stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Dec;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jan;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Feb;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Mar;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Apr;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Maj;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jun;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jul;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Aug;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Sep;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Okt;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Nov;0;0
Älvsborg stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Dec;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jan;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Feb;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Mar;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Apr;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Maj;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jun;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Jul;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Aug;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Sep;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Okt;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Nov;0;0
Örgryte stadsdel (upphörde 2011-01-01);Totalt antal brott;2015;Dec;0;0
Götene kommun;Totalt antal brott;2015;Jan;84;640
Götene kommun;Totalt antal brott;2015;Feb;62;473
Götene kommun;Totalt antal brott;2015;Mar;96;732
Götene kommun;Totalt antal brott;2015;Apr;90;686
Götene kommun;Totalt antal brott;2015;Maj;128;976
Götene kommun;Totalt antal brott;2015;Jun;98;747
Götene kommun;Totalt antal brott;2015;Jul;126;960
Götene kommun;Totalt antal brott;2015;Aug;114;869
Götene kommun;Totalt antal brott;2015;Sep;114;869
Götene kommun;Totalt antal brott;2015;Okt;70;534
Götene kommun;Totalt antal brott;2015;Nov;62;473
Götene kommun;Totalt antal brott;2015;Dec;127;968
Habo kommun;Totalt antal brott;2015;Jan;39;348
Habo kommun;Totalt antal brott;2015;Feb;43;384
Habo kommun;Totalt antal brott;2015;Mar;28;250
Habo kommun;Totalt antal brott;2015;Apr;41;366
Habo kommun;Totalt antal brott;2015;Maj;47;419
Habo kommun;Totalt antal brott;2015;Jun;60;535
Habo kommun;Totalt antal brott;2015;Jul;47;419
Habo kommun;Totalt antal brott;2015;Aug;39;348
Habo kommun;Totalt antal brott;2015;Sep;48;428
Habo kommun;Totalt antal brott;2015;Okt;43;384
Habo kommun;Totalt antal brott;2015;Nov;46;410
Habo kommun;Totalt antal brott;2015;Dec;45;401
Hagfors kommun;Totalt antal brott;2015;Jan;73;615
Hagfors kommun;Totalt antal brott;2015;Feb;92;775
Hagfors kommun;Totalt antal brott;2015;Mar;105;884
Hagfors kommun;Totalt antal brott;2015;Apr;92;775
Hagfors kommun;Totalt antal brott;2015;Maj;144;1213
Hagfors kommun;Totalt antal brott;2015;Jun;77;649
Hagfors kommun;Totalt antal brott;2015;Jul;95;800
Hagfors kommun;Totalt antal brott;2015;Aug;109;918
Hagfors kommun;Totalt antal brott;2015;Sep;77;649
Hagfors kommun;Totalt antal brott;2015;Okt;66;556
Hagfors kommun;Totalt antal brott;2015;Nov;71;598
Hagfors kommun;Totalt antal brott;2015;Dec;96;809
Hallsberg kommun;Totalt antal brott;2015;Jan;141;915
Hallsberg kommun;Totalt antal brott;2015;Feb;128;831
Hallsberg kommun;Totalt antal brott;2015;Mar;182;1181
Hallsberg kommun;Totalt antal brott;2015;Apr;138;895
Hallsberg kommun;Totalt antal brott;2015;Maj;122;792
Hallsberg kommun;Totalt antal brott;2015;Jun;166;1077
Hallsberg kommun;Totalt antal brott;2015;Jul;151;980
Hallsberg kommun;Totalt antal brott;2015;Aug;149;967
Hallsberg kommun;Totalt antal brott;2015;Sep;155;1006
Hallsberg kommun;Totalt antal brott;2015;Okt;135;876
Hallsberg kommun;Totalt antal brott;2015;Nov;130;843
Hallsberg kommun;Totalt antal brott;2015;Dec;114;740
Hallstahammar kommun;Totalt antal brott;2015;Jan;80;512
Hallstahammar kommun;Totalt antal brott;2015;Feb;73;467
Hallstahammar kommun;Totalt antal brott;2015;Mar;142;909
Hallstahammar kommun;Totalt antal brott;2015;Apr;110;704
Hallstahammar kommun;Totalt antal brott;2015;Maj;105;672
Hallstahammar kommun;Totalt antal brott;2015;Jun;141;903
Hallstahammar kommun;Totalt antal brott;2015;Jul;108;691
Hallstahammar kommun;Totalt antal brott;2015;Aug;144;922
Hallstahammar kommun;Totalt antal brott;2015;Sep;162;1037
Hallstahammar kommun;Totalt antal brott;2015;Okt;135;864
Hallstahammar kommun;Totalt antal brott;2015;Nov;90;576
Hallstahammar kommun;Totalt antal brott;2015;Dec;133;851
Halmstad kommun;Totalt antal brott;2015;Jan;928;964
Halmstad kommun;Totalt antal brott;2015;Feb;930;966
Halmstad kommun;Totalt antal brott;2015;Mar;1645;1709
Halmstad kommun;Totalt antal brott;2015;Apr;974;1012
Halmstad kommun;Totalt antal brott;2015;Maj;1035;1075
Halmstad kommun;Totalt antal brott;2015;Jun;980;1018
Halmstad kommun;Totalt antal brott;2015;Jul;1070;1112
Halmstad kommun;Totalt antal brott;2015;Aug;1124;1168
Halmstad kommun;Totalt antal brott;2015;Sep;1010;1049
Halmstad kommun;Totalt antal brott;2015;Okt;1001;1040
Halmstad kommun;Totalt antal brott;2015;Nov;965;1003
Halmstad kommun;Totalt antal brott;2015;Dec;955;992
Hammarö kommun;Totalt antal brott;2015;Jan;42;274
Hammarö kommun;Totalt antal brott;2015;Feb;60;391
Hammarö kommun;Totalt antal brott;2015;Mar;72;469
Hammarö kommun;Totalt antal brott;2015;Apr;49;319
Hammarö kommun;Totalt antal brott;2015;Maj;55;359
Hammarö kommun;Totalt antal brott;2015;Jun;82;535
Hammarö kommun;Totalt antal brott;2015;Jul;61;398
Hammarö kommun;Totalt antal brott;2015;Aug;75;489
Hammarö kommun;Totalt antal brott;2015;Sep;60;391
Hammarö kommun;Totalt antal brott;2015;Okt;62;404
Hammarö kommun;Totalt antal brott;2015;Nov;35;228
Hammarö kommun;Totalt antal brott;2015;Dec;44;287
Haninge kommun;Totalt antal brott;2015;Jan;1039;1250
Haninge kommun;Totalt antal brott;2015;Feb;836;1006
Haninge kommun;Totalt antal brott;2015;Mar;1040;1251
Haninge kommun;Totalt antal brott;2015;Apr;1127;1356
Haninge kommun;Totalt antal brott;2015;Maj;1120;1347
Haninge kommun;Totalt antal brott;2015;Jun;1266;1523
Haninge kommun;Totalt antal brott;2015;Jul;1188;1429
Haninge kommun;Totalt antal brott;2015;Aug;1168;1405
Haninge kommun;Totalt antal brott;2015;Sep;1201;1445
Haninge kommun;Totalt antal brott;2015;Okt;1105;1329
Haninge kommun;Totalt antal brott;2015;Nov;930;1119
Haninge kommun;Totalt antal brott;2015;Dec;957;1151
Haparanda kommun;Totalt antal brott;2015;Jan;77;785
Haparanda kommun;Totalt antal brott;2015;Feb;80;816
Haparanda kommun;Totalt antal brott;2015;Mar;58;592
Haparanda kommun;Totalt antal brott;2015;Apr;91;928
Haparanda kommun;Totalt antal brott;2015;Maj;92;938
Haparanda kommun;Totalt antal brott;2015;Jun;105;1071
Haparanda kommun;Totalt antal brott;2015;Jul;131;1336
Haparanda kommun;Totalt antal brott;2015;Aug;103;1051
Haparanda kommun;Totalt antal brott;2015;Sep;112;1142
Haparanda kommun;Totalt antal brott;2015;Okt;93;949
Haparanda kommun;Totalt antal brott;2015;Nov;108;1102
Haparanda kommun;Totalt antal brott;2015;Dec;94;959
Heby kommun;Totalt antal brott;2015;Jan;89;657
Heby kommun;Totalt antal brott;2015;Feb;80;591
Heby kommun;Totalt antal brott;2015;Mar;82;606
Heby kommun;Totalt antal brott;2015;Apr;88;650
Heby kommun;Totalt antal brott;2015;Maj;97;716
Heby kommun;Totalt antal brott;2015;Jun;84;620
Heby kommun;Totalt antal brott;2015;Jul;53;391
Heby kommun;Totalt antal brott;2015;Aug;106;783
Heby kommun;Totalt antal brott;2015;Sep;96;709
Heby kommun;Totalt antal brott;2015;Okt;167;1233
Heby kommun;Totalt antal brott;2015;Nov;96;709
Heby kommun;Totalt antal brott;2015;Dec;67;495
Heby kommun;Totalt antal brott;2015;Jan;0;0
Heby kommun;Totalt antal brott;2015;Feb;0;0
Heby kommun;Totalt antal brott;2015;Mar;0;0
Heby kommun;Totalt antal brott;2015;Apr;0;0
Heby kommun;Totalt antal brott;2015;Maj;0;0
Heby kommun;Totalt antal brott;2015;Jun;0;0
Heby kommun;Totalt antal brott;2015;Jul;0;0
Heby kommun;Totalt antal brott;2015;Aug;0;0
Heby kommun;Totalt antal brott;2015;Sep;0;0
Heby kommun;Totalt antal brott;2015;Okt;0;0
Heby kommun;Totalt antal brott;2015;Nov;0;0
Heby kommun;Totalt antal brott;2015;Dec;0;0
Hedemora kommun;Totalt antal brott;2015;Jan;124;818
Hedemora kommun;Totalt antal brott;2015;Feb;89;587
Hedemora kommun;Totalt antal brott;2015;Mar;164;1082
Hedemora kommun;Totalt antal brott;2015;Apr;178;1174
Hedemora kommun;Totalt antal brott;2015;Maj;123;811
Hedemora kommun;Totalt antal brott;2015;Jun;129;851
Hedemora kommun;Totalt antal brott;2015;Jul;113;745
Hedemora kommun;Totalt antal brott;2015;Aug;113;745
Hedemora kommun;Totalt antal brott;2015;Sep;137;904
Hedemora kommun;Totalt antal brott;2015;Okt;139;917
Hedemora kommun;Totalt antal brott;2015;Nov;90;594
Hedemora kommun;Totalt antal brott;2015;Dec;76;501
Helsingborg kommun;Totalt antal brott;2015;Jan;1891;1384
Helsingborg kommun;Totalt antal brott;2015;Feb;1734;1269
Helsingborg kommun;Totalt antal brott;2015;Mar;1674;1225
Helsingborg kommun;Totalt antal brott;2015;Apr;1828;1338
Helsingborg kommun;Totalt antal brott;2015;Maj;1890;1383
Helsingborg kommun;Totalt antal brott;2015;Jun;1931;1413
Helsingborg kommun;Totalt antal brott;2015;Jul;1940;1420
Helsingborg kommun;Totalt antal brott;2015;Aug;2086;1527
Helsingborg kommun;Totalt antal brott;2015;Sep;1950;1427
Helsingborg kommun;Totalt antal brott;2015;Okt;1936;1417
Helsingborg kommun;Totalt antal brott;2015;Nov;1943;1422
Helsingborg kommun;Totalt antal brott;2015;Dec;2013;1473
Herrljunga kommun;Totalt antal brott;2015;Jan;76;812
Herrljunga kommun;Totalt antal brott;2015;Feb;72;769
Herrljunga kommun;Totalt antal brott;2015;Mar;50;534
Herrljunga kommun;Totalt antal brott;2015;Apr;71;758
Herrljunga kommun;Totalt antal brott;2015;Maj;70;748
Herrljunga kommun;Totalt antal brott;2015;Jun;86;919
Herrljunga kommun;Totalt antal brott;2015;Jul;80;854
Herrljunga kommun;Totalt antal brott;2015;Aug;81;865
Herrljunga kommun;Totalt antal brott;2015;Sep;74;790
Herrljunga kommun;Totalt antal brott;2015;Okt;69;737
Herrljunga kommun;Totalt antal brott;2015;Nov;76;812
Herrljunga kommun;Totalt antal brott;2015;Dec;54;577
Hjo kommun;Totalt antal brott;2015;Jan;65;728
Hjo kommun;Totalt antal brott;2015;Feb;48;537
Hjo kommun;Totalt antal brott;2015;Mar;48;537
Hjo kommun;Totalt antal brott;2015;Apr;47;526
Hjo kommun;Totalt antal brott;2015;Maj;67;750
Hjo kommun;Totalt antal brott;2015;Jun;50;560
Hjo kommun;Totalt antal brott;2015;Jul;40;448
Hjo kommun;Totalt antal brott;2015;Aug;52;582
Hjo kommun;Totalt antal brott;2015;Sep;57;638
Hjo kommun;Totalt antal brott;2015;Okt;51;571
Hjo kommun;Totalt antal brott;2015;Nov;43;481
Hjo kommun;Totalt antal brott;2015;Dec;51;571
Hofors kommun;Totalt antal brott;2015;Jan;59;625
Hofors kommun;Totalt antal brott;2015;Feb;47;498
Hofors kommun;Totalt antal brott;2015;Mar;35;371
Hofors kommun;Totalt antal brott;2015;Apr;50;530
Hofors kommun;Totalt antal brott;2015;Maj;67;710
Hofors kommun;Totalt antal brott;2015;Jun;59;625
Hofors kommun;Totalt antal brott;2015;Jul;45;477
Hofors kommun;Totalt antal brott;2015;Aug;67;710
Hofors kommun;Totalt antal brott;2015;Sep;65;689
Hofors kommun;Totalt antal brott;2015;Okt;66;700
Hofors kommun;Totalt antal brott;2015;Nov;47;498
Hofors kommun;Totalt antal brott;2015;Dec;40;424
Huddinge kommun;Totalt antal brott;2015;Jan;1276;1218
Huddinge kommun;Totalt antal brott;2015;Feb;1153;1101
Huddinge kommun;Totalt antal brott;2015;Mar;1332;1272
Huddinge kommun;Totalt antal brott;2015;Apr;1510;1442
Huddinge kommun;Totalt antal brott;2015;Maj;1422;1358
Huddinge kommun;Totalt antal brott;2015;Jun;1494;1426
Huddinge kommun;Totalt antal brott;2015;Jul;1395;1332
Huddinge kommun;Totalt antal brott;2015;Aug;1404;1340
Huddinge kommun;Totalt antal brott;2015;Sep;1435;1370
Huddinge kommun;Totalt antal brott;2015;Okt;1384;1321
Huddinge kommun;Totalt antal brott;2015;Nov;1190;1136
Huddinge kommun;Totalt antal brott;2015;Dec;1330;1270
Hudiksvall kommun;Totalt antal brott;2015;Jan;263;712
Hudiksvall kommun;Totalt antal brott;2015;Feb;330;893
Hudiksvall kommun;Totalt antal brott;2015;Mar;345;934
Hudiksvall kommun;Totalt antal brott;2015;Apr;305;825
Hudiksvall kommun;Totalt antal brott;2015;Maj;366;991
Hudiksvall kommun;Totalt antal brott;2015;Jun;441;1194
Hudiksvall kommun;Totalt antal brott;2015;Jul;307;831
Hudiksvall kommun;Totalt antal brott;2015;Aug;307;831
Hudiksvall kommun;Totalt antal brott;2015;Sep;317;858
Hudiksvall kommun;Totalt antal brott;2015;Okt;363;982
Hudiksvall kommun;Totalt antal brott;2015;Nov;241;652
Hudiksvall kommun;Totalt antal brott;2015;Dec;239;647
Hultsfred kommun;Totalt antal brott;2015;Jan;144;1041
Hultsfred kommun;Totalt antal brott;2015;Feb;109;788
Hultsfred kommun;Totalt antal brott;2015;Mar;107;774
Hultsfred kommun;Totalt antal brott;2015;Apr;114;824
Hultsfred kommun;Totalt antal brott;2015;Maj;118;853
Hultsfred kommun;Totalt antal brott;2015;Jun;97;701
Hultsfred kommun;Totalt antal brott;2015;Jul;115;832
Hultsfred kommun;Totalt antal brott;2015;Aug;142;1027
Hultsfred kommun;Totalt antal brott;2015;Sep;167;1208
Hultsfred kommun;Totalt antal brott;2015;Okt;120;868
Hultsfred kommun;Totalt antal brott;2015;Nov;122;882
Hultsfred kommun;Totalt antal brott;2015;Dec;106;767
Hylte kommun;Totalt antal brott;2015;Jan;78;750
Hylte kommun;Totalt antal brott;2015;Feb;108;1039
Hylte kommun;Totalt antal brott;2015;Mar;104;1000
Hylte kommun;Totalt antal brott;2015;Apr;109;1048
Hylte kommun;Totalt antal brott;2015;Maj;138;1327
Hylte kommun;Totalt antal brott;2015;Jun;111;1068
Hylte kommun;Totalt antal brott;2015;Jul;87;837
Hylte kommun;Totalt antal brott;2015;Aug;102;981
Hylte kommun;Totalt antal brott;2015;Sep;123;1183
Hylte kommun;Totalt antal brott;2015;Okt;108;1039
Hylte kommun;Totalt antal brott;2015;Nov;106;1020
Hylte kommun;Totalt antal brott;2015;Dec;98;943
Håbo kommun;Totalt antal brott;2015;Jan;180;893
Håbo kommun;Totalt antal brott;2015;Feb;152;754
Håbo kommun;Totalt antal brott;2015;Mar;213;1057
Håbo kommun;Totalt antal brott;2015;Apr;168;833
Håbo kommun;Totalt antal brott;2015;Maj;218;1082
Håbo kommun;Totalt antal brott;2015;Jun;186;923
Håbo kommun;Totalt antal brott;2015;Jul;186;923
Håbo kommun;Totalt antal brott;2015;Aug;207;1027
Håbo kommun;Totalt antal brott;2015;Sep;206;1022
Håbo kommun;Totalt antal brott;2015;Okt;210;1042
Håbo kommun;Totalt antal brott;2015;Nov;145;719
Håbo kommun;Totalt antal brott;2015;Dec;203;1007
Hällefors kommun;Totalt antal brott;2015;Jan;43;616
Hällefors kommun;Totalt antal brott;2015;Feb;31;444
Hällefors kommun;Totalt antal brott;2015;Mar;76;1088
Hällefors kommun;Totalt antal brott;2015;Apr;70;1002
Hällefors kommun;Totalt antal brott;2015;Maj;51;730
Hällefors kommun;Totalt antal brott;2015;Jun;85;1217
Hällefors kommun;Totalt antal brott;2015;Jul;45;644
Hällefors kommun;Totalt antal brott;2015;Aug;56;802
Hällefors kommun;Totalt antal brott;2015;Sep;63;902
Hällefors kommun;Totalt antal brott;2015;Okt;67;959
Hällefors kommun;Totalt antal brott;2015;Nov;68;974
Hällefors kommun;Totalt antal brott;2015;Dec;296;4238
Härjedalen kommun;Totalt antal brott;2015;Jan;90;879
Härjedalen kommun;Totalt antal brott;2015;Feb;62;605
Härjedalen kommun;Totalt antal brott;2015;Mar;57;556
Härjedalen kommun;Totalt antal brott;2015;Apr;75;732
Härjedalen kommun;Totalt antal brott;2015;Maj;68;664
Härjedalen kommun;Totalt antal brott;2015;Jun;93;908
Härjedalen kommun;Totalt antal brott;2015;Jul;42;410
Härjedalen kommun;Totalt antal brott;2015;Aug;90;879
Härjedalen kommun;Totalt antal brott;2015;Sep;201;1962
Härjedalen kommun;Totalt antal brott;2015;Okt;87;849
Härjedalen kommun;Totalt antal brott;2015;Nov;64;625
Härjedalen kommun;Totalt antal brott;2015;Dec;83;810
Härnösand kommun;Totalt antal brott;2015;Jan;237;951
Härnösand kommun;Totalt antal brott;2015;Feb;201;807
Härnösand kommun;Totalt antal brott;2015;Mar;236;947
Härnösand kommun;Totalt antal brott;2015;Apr;215;863
Härnösand kommun;Totalt antal brott;2015;Maj;281;1128
Härnösand kommun;Totalt antal brott;2015;Jun;307;1232
Härnösand kommun;Totalt antal brott;2015;Jul;313;1256
Härnösand kommun;Totalt antal brott;2015;Aug;261;1048
Härnösand kommun;Totalt antal brott;2015;Sep;342;1373
Härnösand kommun;Totalt antal brott;2015;Okt;226;907
Härnösand kommun;Totalt antal brott;2015;Nov;232;931
Härnösand kommun;Totalt antal brott;2015;Dec;250;1004
Härryda kommun;Totalt antal brott;2015;Jan;305;836
Härryda kommun;Totalt antal brott;2015;Feb;254;696
Härryda kommun;Totalt antal brott;2015;Mar;295;809
Härryda kommun;Totalt antal brott;2015;Apr;254;696
Härryda kommun;Totalt antal brott;2015;Maj;245;672
Härryda kommun;Totalt antal brott;2015;Jun;253;694
Härryda kommun;Totalt antal brott;2015;Jul;288;790
Härryda kommun;Totalt antal brott;2015;Aug;342;938
Härryda kommun;Totalt antal brott;2015;Sep;337;924
Härryda kommun;Totalt antal brott;2015;Okt;326;894
Härryda kommun;Totalt antal brott;2015;Nov;285;781
Härryda kommun;Totalt antal brott;2015;Dec;313;858
Hässleholm kommun;Totalt antal brott;2015;Jan;550;1083
Hässleholm kommun;Totalt antal brott;2015;Feb;526;1035
Hässleholm kommun;Totalt antal brott;2015;Mar;647;1273
Hässleholm kommun;Totalt antal brott;2015;Apr;477;939
Hässleholm kommun;Totalt antal brott;2015;Maj;484;953
Hässleholm kommun;Totalt antal brott;2015;Jun;440;866
Hässleholm kommun;Totalt antal brott;2015;Jul;507;998
Hässleholm kommun;Totalt antal brott;2015;Aug;580;1142
Hässleholm kommun;Totalt antal brott;2015;Sep;453;892
Hässleholm kommun;Totalt antal brott;2015;Okt;404;795
Hässleholm kommun;Totalt antal brott;2015;Nov;456;898
Hässleholm kommun;Totalt antal brott;2015;Dec;403;793
Höganäs kommun;Totalt antal brott;2015;Jan;141;554
Höganäs kommun;Totalt antal brott;2015;Feb;167;656
Höganäs kommun;Totalt antal brott;2015;Mar;179;703
Höganäs kommun;Totalt antal brott;2015;Apr;210;825
Höganäs kommun;Totalt antal brott;2015;Maj;172;676
Höganäs kommun;Totalt antal brott;2015;Jun;174;684
Höganäs kommun;Totalt antal brott;2015;Jul;176;691
Höganäs kommun;Totalt antal brott;2015;Aug;236;927
Höganäs kommun;Totalt antal brott;2015;Sep;186;731
Höganäs kommun;Totalt antal brott;2015;Okt;179;703
Höganäs kommun;Totalt antal brott;2015;Nov;146;574
Höganäs kommun;Totalt antal brott;2015;Dec;208;817
Högsby kommun;Totalt antal brott;2015;Jan;32;550
Högsby kommun;Totalt antal brott;2015;Feb;51;876
Högsby kommun;Totalt antal brott;2015;Mar;53;911
Högsby kommun;Totalt antal brott;2015;Apr;58;997
Högsby kommun;Totalt antal brott;2015;Maj;48;825
Högsby kommun;Totalt antal brott;2015;Jun;48;825
Högsby kommun;Totalt antal brott;2015;Jul;52;894
Högsby kommun;Totalt antal brott;2015;Aug;41;705
Högsby kommun;Totalt antal brott;2015;Sep;39;670
Högsby kommun;Totalt antal brott;2015;Okt;56;962
Högsby kommun;Totalt antal brott;2015;Nov;64;1100
Högsby kommun;Totalt antal brott;2015;Dec;50;859
Hörby kommun;Totalt antal brott;2015;Jan;138;922
Hörby kommun;Totalt antal brott;2015;Feb;110;735
Hörby kommun;Totalt antal brott;2015;Mar;169;1129
Hörby kommun;Totalt antal brott;2015;Apr;148;988
Hörby kommun;Totalt antal brott;2015;Maj;150;1002
Hörby kommun;Totalt antal brott;2015;Jun;144;962
Hörby kommun;Totalt antal brott;2015;Jul;175;1169
Hörby kommun;Totalt antal brott;2015;Aug;174;1162
Hörby kommun;Totalt antal brott;2015;Sep;130;868
Hörby kommun;Totalt antal brott;2015;Okt;171;1142
Hörby kommun;Totalt antal brott;2015;Nov;163;1089
Hörby kommun;Totalt antal brott;2015;Dec;164;1095
Höör kommun;Totalt antal brott;2015;Jan;130;819
Höör kommun;Totalt antal brott;2015;Feb;138;870
Höör kommun;Totalt antal brott;2015;Mar;169;1065
Höör kommun;Totalt antal brott;2015;Apr;170;1071
Höör kommun;Totalt antal brott;2015;Maj;169;1065
Höör kommun;Totalt antal brott;2015;Jun;162;1021
Höör kommun;Totalt antal brott;2015;Jul;137;863
Höör kommun;Totalt antal brott;2015;Aug;203;1279
Höör kommun;Totalt antal brott;2015;Sep;161;1014
Höör kommun;Totalt antal brott;2015;Okt;144;907
Höör kommun;Totalt antal brott;2015;Nov;128;807
Höör kommun;Totalt antal brott;2015;Dec;181;1141
Jokkmokk kommun;Totalt antal brott;2015;Jan;33;650
Jokkmokk kommun;Totalt antal brott;2015;Feb;35;689
Jokkmokk kommun;Totalt antal brott;2015;Mar;29;571
Jokkmokk kommun;Totalt antal brott;2015;Apr;30;591
Jokkmokk kommun;Totalt antal brott;2015;Maj;25;492
Jokkmokk kommun;Totalt antal brott;2015;Jun;16;315
Jokkmokk kommun;Totalt antal brott;2015;Jul;43;847
Jokkmokk kommun;Totalt antal brott;2015;Aug;47;925
Jokkmokk kommun;Totalt antal brott;2015;Sep;41;807
Jokkmokk kommun;Totalt antal brott;2015;Okt;33;650
Jokkmokk kommun;Totalt antal brott;2015;Nov;44;866
Jokkmokk kommun;Totalt antal brott;2015;Dec;30;591
Järfälla kommun;Totalt antal brott;2015;Jan;722;1009
Järfälla kommun;Totalt antal brott;2015;Feb;662;925
Järfälla kommun;Totalt antal brott;2015;Mar;876;1224
Järfälla kommun;Totalt antal brott;2015;Apr;834;1165
Järfälla kommun;Totalt antal brott;2015;Maj;889;1242
Järfälla kommun;Totalt antal brott;2015;Jun;964;1347
Järfälla kommun;Totalt antal brott;2015;Jul;762;1065
Järfälla kommun;Totalt antal brott;2015;Aug;808;1129
Järfälla kommun;Totalt antal brott;2015;Sep;951;1329
Järfälla kommun;Totalt antal brott;2015;Okt;933;1304
Järfälla kommun;Totalt antal brott;2015;Nov;842;1177
Järfälla kommun;Totalt antal brott;2015;Dec;881;1231
Jönköping kommun;Totalt antal brott;2015;Jan;1067;804
Jönköping kommun;Totalt antal brott;2015;Feb;924;696
Jönköping kommun;Totalt antal brott;2015;Mar;1061;799
Jönköping kommun;Totalt antal brott;2015;Apr;1243;937
Jönköping kommun;Totalt antal brott;2015;Maj;1099;828
Jönköping kommun;Totalt antal brott;2015;Jun;1212;913
Jönköping kommun;Totalt antal brott;2015;Jul;1236;931
Jönköping kommun;Totalt antal brott;2015;Aug;1426;1074
Jönköping kommun;Totalt antal brott;2015;Sep;1435;1081
Jönköping kommun;Totalt antal brott;2015;Okt;1394;1050
Jönköping kommun;Totalt antal brott;2015;Nov;1505;1134
Jönköping kommun;Totalt antal brott;2015;Dec;1320;995
Kalix kommun;Totalt antal brott;2015;Jan;99;608
Kalix kommun;Totalt antal brott;2015;Feb;100;614
Kalix kommun;Totalt antal brott;2015;Mar;127;780
Kalix kommun;Totalt antal brott;2015;Apr;95;584
Kalix kommun;Totalt antal brott;2015;Maj;132;811
Kalix kommun;Totalt antal brott;2015;Jun;149;915
Kalix kommun;Totalt antal brott;2015;Jul;107;657
Kalix kommun;Totalt antal brott;2015;Aug;129;793
Kalix kommun;Totalt antal brott;2015;Sep;129;793
Kalix kommun;Totalt antal brott;2015;Okt;123;756
Kalix kommun;Totalt antal brott;2015;Nov;136;836
Kalix kommun;Totalt antal brott;2015;Dec;104;639
Kalmar kommun;Totalt antal brott;2015;Jan;583;894
Kalmar kommun;Totalt antal brott;2015;Feb;479;735
Kalmar kommun;Totalt antal brott;2015;Mar;599;919
Kalmar kommun;Totalt antal brott;2015;Apr;609;934
Kalmar kommun;Totalt antal brott;2015;Maj;595;913
Kalmar kommun;Totalt antal brott;2015;Jun;467;716
Kalmar kommun;Totalt antal brott;2015;Jul;572;877
Kalmar kommun;Totalt antal brott;2015;Aug;620;951
Kalmar kommun;Totalt antal brott;2015;Sep;537;824
Kalmar kommun;Totalt antal brott;2015;Okt;673;1032
Kalmar kommun;Totalt antal brott;2015;Nov;549;842
Kalmar kommun;Totalt antal brott;2015;Dec;463;710
Karlsborg kommun;Totalt antal brott;2015;Jan;27;399
Karlsborg kommun;Totalt antal brott;2015;Feb;24;354
Karlsborg kommun;Totalt antal brott;2015;Mar;20;295
Karlsborg kommun;Totalt antal brott;2015;Apr;29;428
Karlsborg kommun;Totalt antal brott;2015;Maj;42;620
Karlsborg kommun;Totalt antal brott;2015;Jun;39;576
Karlsborg kommun;Totalt antal brott;2015;Jul;55;812
Karlsborg kommun;Totalt antal brott;2015;Aug;61;900
